Job ID		Partition Type
45108		cpu-opteron
45109		cpu-opteron
45111		cpu-opteron
45112		cpu-opteron
45113		cpu-opteron
45117		cpu-opteron
45131		cpu-opteron
45140		cpu-opteron
45144		cpu-opteron
45145		cpu-opteron
45146		cpu-opteron
45147		cpu-opteron
45154		cpu-opteron
45158		cpu-opteron
45162		cpu-opteron
45163		cpu-opteron
45164		cpu-opteron
45169		cpu-opteron
45181		cpu-opteron
45184		cpu-opteron
45185		cpu-opteron
45186		cpu-opteron
45187		cpu-opteron
45188		cpu-opteron
45189		cpu-opteron
45209		cpu-opteron
45210		cpu-opteron
45211		cpu-opteron
45216		cpu-opteron
45217		cpu-opteron
45218		cpu-opteron
45219		cpu-opteron
45222		cpu-opteron
45223		cpu-opteron
45225		cpu-opteron
45226		cpu-opteron
45233		cpu-opteron
45235		cpu-opteron
45238		cpu-opteron
45240		cpu-opteron
45241		cpu-opteron
45242		cpu-opteron
45252		cpu-opteron
45255		cpu-opteron
45274		cpu-opteron
45277		cpu-opteron
45278		cpu-opteron
45282		cpu-opteron
45288		cpu-opteron
45289		cpu-opteron
45295		cpu-opteron
45296		cpu-opteron
45299		cpu-opteron
45311		cpu-opteron
45312		cpu-opteron
45321		cpu-opteron
45325		cpu-opteron
45326		cpu-opteron
45327		cpu-opteron
45339		cpu-opteron
45340		cpu-opteron
45341		cpu-opteron
45342		cpu-opteron
45343		cpu-opteron
45345		cpu-opteron
45346		cpu-opteron
45347		cpu-opteron
45352		cpu-opteron
45353		cpu-opteron
45354		cpu-opteron
45355		cpu-opteron
45357		cpu-opteron
45358		cpu-opteron
45359		cpu-opteron
45366		cpu-opteron
45368		cpu-opteron
45369		cpu-opteron
45370		cpu-opteron
45371		cpu-opteron
45372		cpu-opteron
45373		cpu-opteron
45374		cpu-opteron
45375		cpu-opteron
45384		cpu-opteron
45386		cpu-opteron
45399		cpu-opteron
45400		cpu-opteron
45401		cpu-opteron
45410		cpu-opteron
45414		cpu-opteron
45415		cpu-opteron
45416		cpu-opteron
45418		cpu-opteron
45425		cpu-opteron
45426		cpu-opteron
45427		cpu-opteron
45434		cpu-opteron
45433		cpu-opteron
45436		cpu-opteron
45437		cpu-opteron
45438		cpu-opteron
45441		cpu-opteron
45442		cpu-opteron
45443		cpu-opteron
45444		cpu-opteron
45445		cpu-opteron
45446		cpu-opteron
45447		cpu-opteron
45448		cpu-opteron
45449		cpu-opteron
45450		cpu-opteron
45451		cpu-opteron
45453		cpu-opteron
45455		cpu-opteron
45456		cpu-opteron
45460		cpu-opteron
45461		cpu-opteron
45462		cpu-opteron
45476		cpu-opteron
45463		cpu-opteron
45464		cpu-opteron
45465		cpu-opteron
45466		cpu-opteron
45467		cpu-opteron
45468		cpu-opteron
45469		cpu-opteron
45470		cpu-opteron
45471		cpu-opteron
45483		cpu-opteron
45485		cpu-opteron
45488		cpu-opteron
45489		cpu-opteron
45487		cpu-opteron
45481		cpu-opteron
45482		cpu-opteron
45493		cpu-opteron
45494		cpu-opteron
45495		cpu-opteron
45498		cpu-opteron
45499		cpu-opteron
45500		cpu-opteron
45501		cpu-opteron
45504		cpu-opteron
45505		cpu-opteron
45506		cpu-opteron
45508		cpu-opteron
45509		cpu-opteron
45510		cpu-opteron
45511		cpu-opteron
45514		cpu-opteron
45515		cpu-opteron
45522		cpu-opteron
45523		cpu-opteron
45524		cpu-opteron
45525		cpu-opteron
45530		cpu-opteron
45531		cpu-opteron
45532		cpu-opteron
45533		cpu-opteron
45534		cpu-opteron
45535		cpu-opteron
45545		cpu-opteron
45546		cpu-opteron
45549		cpu-opteron
45550		cpu-opteron
45556		cpu-opteron
45559		cpu-opteron
45560		cpu-opteron
45561		cpu-opteron
45562		cpu-opteron
45563		cpu-opteron
45564		cpu-opteron
45566		cpu-opteron
45576		cpu-opteron
45577		cpu-opteron
45575		cpu-opteron
45569		cpu-opteron
45570		cpu-opteron
45571		cpu-opteron
45572		cpu-opteron
45573		cpu-opteron
45574		cpu-opteron
45578		cpu-opteron
45579		cpu-opteron
45580		cpu-opteron
45581		cpu-opteron
45607		cpu-opteron
45608		cpu-opteron
45611		cpu-opteron
45612		cpu-opteron
45617		cpu-opteron
45619		cpu-opteron
45620		cpu-opteron
45623		cpu-opteron
45624		cpu-opteron
45582		cpu-opteron
45583		cpu-opteron
45626		cpu-opteron
45627		cpu-opteron
45584		cpu-opteron
45585		cpu-opteron
45586		cpu-opteron
45587		cpu-opteron
45588		cpu-opteron
45589		cpu-opteron
45590		cpu-opteron
45635		cpu-opteron
45636		cpu-opteron
45591		cpu-opteron
45592		cpu-opteron
45593		cpu-opteron
45594		cpu-opteron
